SEED;UNIT;UNIT_SIZE;SUMMARY_SIZES;WT_SUMMARY_SIZES;CAN_SIZE;WT_CAN_SIZE;SUMMARY_COMPUTATION_TIME;CAN_COMPUTATION_TIME;
band;bn:00656628n,bn:02939150n;2;125,128;250,256;15377;30755;11.31071;105.64635;
band;bn:03633084n,bn:01285811n;2;125,180;250,359;22073;44147;12.66954;162.93554;
band;bn:03433522n,bn:02197421n;2;134,131;267,261;15393;30786;14.07904;107.87581;
band;bn:17966318n,bn:03742557n;2;126,127;252,254;15379;30759;11.08159;107.82241;
band;bn:00692783n,bn:14957611n;2;131,125;262,250;15377;30755;11.62677;105.40996;
band;bn:02264602n,bn:02735014n;2;125,125;250,250;15377;30755;10.20934;107.65996;
band;bn:03242199n,bn:03556185n;2;124,125;248,250;15376;30753;9.99866;107.58261;
band;bn:01034321n,bn:01305739n;2;124,122;248,244;15128;30257;8.52094;106.80480;
band;bn:01463246n,bn:03802937n;2;130,126;260,252;15626;31253;9.72461;108.45856;
band;bn:03662356n,bn:03810201n;2;205,124;410,248;25296;50593;11.78972;181.05935;
band;bn:00865297n,bn:14561654n;2;181,125;362,250;21824;43649;28.94629;140.81728;
band;bn:00845106n,bn:00497539n;2;124,124;248,248;15376;30753;8.25959;100.57836;
band;bn:01128958n,bn:01856730n;2;125,201;250,401;24677;49355;10.32965;175.63092;
band;bn:05151659n,bn:03316553n;2;127,127;254,254;15378;30757;11.46922;84.11794;
band;bn:13856094n,bn:01961063n;2;126,124;252,248;15376;30753;9.89273;103.04206;
band;bn:02936714n,bn:00433409n;2;126,125;252,250;15377;30755;10.92015;103.08909;
band;bn:14214994n,bn:01893811n;2;125,141;250,273;15500;31001;10.80193;108.75063;
band;bn:02726705n,bn:01935021n;2;125,125;250,250;15377;30755;9.42811;106.65378;
band;bn:02783606n,bn:10192497n;2;124,124;248,248;15376;30753;8.35784;106.20405;
band;bn:03896551n,bn:13808720n;2;125,124;250,248;15376;30753;8.96986;105.94488;
band;bn:01032761n,bn:03116327n;2;125,129;250,258;15500;31001;10.72549;107.29526;
band;bn:01281662n,bn:01324366n;2;125,126;250,252;15500;31001;10.16281;106.97833;
band;bn:02408526n,bn:01243567n;2;127,182;254,363;21949;43899;15.11046;163.32343;
band;bn:03770771n,bn:00589333n;2;124,125;248,250;15376;30753;8.91346;107.16763;
band;bn:02297574n,bn:03890553n;2;138,124;276,248;16988;33977;9.17181;114.84023;
band;bn:03123397n,bn:03044523n;2;127,124;254,248;15624;31249;9.08675;106.53718;
band;bn:00187084n,bn:15841776n;2;122,122;244,244;14884;29769;7.68256;102.12806;
band;bn:01079831n,bn:03517184n;2;179,208;358,416;35904;71809;15.50402;260.63977;
band;bn:02432774n,bn:03706957n;2;127,124;254,248;15376;30753;10.89839;89.83772;
band;bn:02881135n,bn:01979343n;2;124,125;248,250;15376;30753;9.04116;88.29383;
band;bn:04280143n,bn:01751974n;2;179,130;358,260;22002;44005;14.64194;142.82681;
band;bn:03460547n,bn:02476185n;2;123,124;246,248;15128;30257;9.07873;104.45760;
band;bn:03873827n,bn:00996454n;2;126,127;252,254;15625;31251;10.95473;107.04594;
band;bn:03567687n,bn:00907270n;2;124,127;248,254;15500;31001;10.72466;104.68119;
band;bn:01402947n,bn:05604270n;2;124,126;248,252;15376;30753;28.64162;87.54612;
band;bn:01105551n,bn:01344874n;2;217,124;434,248;26908;53817;10.26638;167.33584;
band;bn:00344670n,bn:00668709n;2;129,125;258,250;15377;30755;13.83060;88.44816;
band;bn:03804035n,bn:02466432n;2;125,126;250,252;15501;31003;9.44277;87.50607;
band;bn:17695033n,bn:00539837n;2;130,255;260,510;31752;63505;14.69344;213.26608;
band;bn:01260025n,bn:03594756n;2;125,124;250,248;15376;30753;8.77035;75.85331;
band;bn:03211170n,bn:03680342n;2;280,162;559,324;43728;87457;16.72790;311.17325;
band;bn:17443355n,bn:01958465n;2;126,128;252,256;15626;31253;11.43368;90.99353;
band;bn:02279125n,bn:01570219n;2;125,178;250,356;21824;43649;12.32221;143.54247;
band;bn:01389441n,bn:00200783n;2;124,126;248,252;15376;30753;9.95484;105.98323;
band;bn:02582991n,bn:00312526n;2;125,126;250,252;15377;30755;27.75301;87.50890;
band;bn:03627585n,bn:01320280n;2;125,124;250,248;15376;30753;29.02350;87.42483;
band;bn:00680950n,bn:00696332n;2;124,124;248,248;15376;30753;8.69032;81.53832;
band;bn:00529626n,bn:03823237n;2;125,124;250,248;15376;30753;24.79040;81.11217;
band;bn:02950994n,bn:00941397n;2;125,126;250,252;15377;30755;9.89555;81.94527;
band;bn:03673679n,bn:02486229n;2;125,125;250,250;15377;30755;9.55310;81.57232;
band;bn:02276005n,bn:01145789n;2;124,124;248,248;15376;30753;26.17270;86.91568;
band;bn:02230220n,bn:00971588n;2;129,124;258,248;15872;31745;10.29893;91.28976;
band;bn:03504426n,bn:01823588n;2;126,123;252,246;15128;30257;9.84089;85.06992;
band;bn:03711420n,bn:03533693n;2;127,125;254,250;15501;31003;11.25650;89.22916;
band;bn:03621408n,bn:14884548n;2;125,125;250,250;15377;30755;10.21277;89.14997;
band;bn:00607800n,bn:03314820n;2;125,255;250,468;15128;30257;14.65952;89.67937;
band;bn:01487748n,bn:00144117n;2;125,125;250,250;15376;30753;11.16884;88.23812;
band;bn:10510555n,bn:00598745n;2;125,196;250,392;24056;48113;31.98547;156.20138;
band;bn:00735243n,bn:01301907n;2;124,160;248,320;19840;39681;9.47149;108.17990;
band;bn:03768558n,bn:03550359n;2;125,126;250,252;15376;30753;12.33487;108.78153;
band;bn:01949246n,bn:00261995n;2;126,125;252,250;15501;31003;9.82492;110.62458;
band;bn:14712448n,bn:00210035n;2;125,178;250,356;22072;44145;10.77669;137.75497;
band;bn:03283658n,bn:15045385n;2;210,124;420,248;25296;50593;15.63182;155.01694;
band;bn:03873800n,bn:00169621n;2;125,177;250,354;22125;44251;9.96948;136.58786;
band;bn:03890922n,bn:01385766n;2;125,124;250,248;15376;30753;9.93065;108.50752;
band;bn:00375019n,bn:02432304n;2;203,125;406,250;25172;50345;11.66015;182.54632;
band;bn:17748914n,bn:14462313n;2;124,124;248,248;15376;30753;8.99888;105.38196;
band;bn:17486646n,bn:03129411n;2;124,124;248,248;15376;30753;8.68551;105.87836;
band;bn:02449368n,bn:00532558n;2;126,125;252,250;15624;31249;9.85227;107.36661;
band;bn:03591436n,bn:00870718n;2;126,256;252,512;31751;63503;13.40598;241.68551;
band;bn:02561212n,bn:17144471n;2;125,124;250,248;15376;30753;8.99298;106.91532;
band;bn:15491116n,bn:03759889n;2;122,130;244,260;15372;30745;12.86950;106.71581;
band;bn:03553347n,bn:16846803n;2;123,219;246,438;26109;52219;15.49405;180.61386;
band;bn:03427694n,bn:03759253n;2;125,126;250,252;15376;30753;12.27023;89.11844;
band;bn:01868717n,bn:00692536n;2;124,128;248,256;15376;30753;12.28859;87.87898;
band;bn:00904971n,bn:02693983n;2;127,125;254,250;15501;31003;11.13284;88.48620;
band;bn:03609459n,bn:00989240n;2;124,124;248,248;15252;30505;9.69071;88.75077;
band;bn:15933440n,bn:02416397n;2;280,179;559,358;48595;97191;21.33724;343.76566;
band;bn:00573558n,bn:01058326n;2;125,124;250,248;15129;30259;11.08157;87.64615;
band;bn:00223870n,bn:00583723n;2;129,125;258,250;15377;30755;14.00907;87.02158;
band;bn:00679459n,bn:00718002n;2;126,125;252,250;15377;30755;11.44618;87.49033;
band;bn:03787503n,bn:01668297n;2;125,125;250,250;15377;30755;10.25109;87.21048;
band;bn:01843393n,bn:00122748n;2;125,161;250,322;19717;39435;12.12977;131.24586;
band;bn:02499799n,bn:00750637n;2;124,161;248,322;19840;39681;10.68993;125.66208;
