UNIT;SEED;SIZE;TILDE;NEW;REALTIME;CHARACTERIZATION
bn:16831338n,bn:12991306n,bn:15549279n,bn:03413519n,bn:02515193n,bn:17352061n;dialect;6;true;true;0.666;6[o     0.536] INSTANCE_OF(X, bn:00000640n)
bn:00963168n,bn:14221522n,bn:16540254n,bn:05654831n,bn:10122516n,bn:02545651n;dialect;6;true;true;0.66;6[o     0.501] INSTANCE_OF(X, bn:00000640n)
bn:16455111n,bn:06751511n,bn:07346022n,bn:07076872n,bn:14891880n,bn:13906279n;dialect;6;true;true;0.662;6[o     0.554] INSTANCE_OF(X, bn:00000640n)
bn:17393646n,bn:00051632n,bn:01364235n,bn:05209804n,bn:03463401n,bn:00251317n;dialect;6;true;true;0.664;6[o     0.547] INSTANCE_OF(X, bn:00000640n)
bn:07346024n,bn:12991288n,bn:00606733n,bn:11813059n,bn:13272813n,bn:15358033n;dialect;6;true;true;0.667;6[o     0.514] INSTANCE_OF(X, bn:00000640n)
bn:05654694n,bn:02168679n,bn:03652655n,bn:15170741n,bn:00347272n,bn:02689656n;dialect;6;true;true;0.666;6[o     0.518] INSTANCE_OF(X, bn:00000640n)
bn:01859265n,bn:03652629n,bn:14288662n,bn:15589454n,bn:14243126n,bn:12989669n;dialect;6;true;true;0.665;6[o     0.518] INSTANCE_OF(X, bn:00000640n)
bn:00291269n,bn:15549279n,bn:03243841n,bn:08948710n,bn:07115262n,bn:13843087n;dialect;6;true;true;0.668;6[o     0.531] INSTANCE_OF(X, bn:00000640n)
bn:02315503n,bn:02497790n,bn:02622757n,bn:03214630n,bn:16260365n,bn:01836405n;dialect;6;true;true;0.667;6[o     0.507] SUBCLASS_OF(X, bn:00046524n), INSTANCE_OF(X, bn:00000640n)
bn:16575296n,bn:00033707n,bn:03214630n,bn:01304648n,bn:03662296n,bn:03573062n;dialect;6;true;true;0.668;6[o     0.511] INSTANCE_OF(X, bn:00000640n)
bn:12990828n,bn:15191960n,bn:02442980n,bn:12989879n,bn:16047425n,bn:01941696n;dialect;6;true;true;0.673;6[o     0.523] INSTANCE_OF(X, bn:00000640n)
bn:15598785n,bn:03483652n,bn:05220529n,bn:01507121n,bn:03434324n,bn:01003643n;dialect;6;true;true;0.667;6[o     0.518] INSTANCE_OF(X, bn:00000640n)
bn:01989282n,bn:02637899n,bn:01107797n,bn:04169928n,bn:15170741n,bn:16610536n;dialect;6;true;true;0.667;6[o     0.509] INSTANCE_OF(X, bn:00018452n), INSTANCE_OF(X, bn:00000640n)
bn:03483652n,bn:02160353n,bn:02168679n,bn:02995635n,bn:01100298n,bn:00466455n;dialect;6;true;true;0.664;6[o     0.517] INSTANCE_OF(X, bn:00000640n)
bn:01064605n,bn:15339513n,bn:03655602n,bn:16311605n,bn:15549279n,bn:01941696n;dialect;6;true;true;0.667;6[o     0.526] INSTANCE_OF(X, bn:00000640n)
bn:01019513n,bn:16458647n,bn:02842488n,bn:03089172n,bn:01773509n,bn:03009463n;dialect;6;true;true;0.668;6[o     0.543] INSTANCE_OF(X, bn:00000640n), SUBCLASS_OF(X, bn:05016180n), SUBCLASS_OF(X, bn:00056990n)
bn:03355685n,bn:02279341n,bn:04318205n,bn:03186379n,bn:01011899n,bn:01388085n;dialect;6;true;true;0.666;6[o     0.508] INSTANCE_OF(X, bn:00000640n)
bn:01914924n,bn:15245831n,bn:16458647n,bn:13806137n,bn:02709978n,bn:00953799n;dialect;6;true;true;0.667;6[o     0.503] INSTANCE_OF(X, bn:00000640n)
bn:07346024n,bn:02914685n,bn:16575296n,bn:07346023n,bn:00302740n,bn:01250324n;dialect;6;true;true;0.665;6[o     0.511] INSTANCE_OF(X, bn:00000640n)
bn:03165036n,bn:02168679n,bn:14760476n,bn:12991161n,bn:00158284n,bn:00009675n;dialect;6;true;true;0.668;6[o     0.498] INSTANCE_OF(X, bn:00000640n)
bn:14329060n,bn:01019513n,bn:02914681n,bn:00122440n,bn:00898527n,bn:13843087n;dialect;6;true;true;0.665;6[o     0.522] SUBCLASS_OF(X, bn:05016180n), INSTANCE_OF(X, bn:00000640n)
bn:02442094n,bn:16367602n,bn:01177298n,bn:03706625n,bn:17406370n,bn:01795908n;dialect;6;true;true;0.663;6[o     0.532] INSTANCE_OF(X, bn:00000640n)
bn:03675933n,bn:14830152n,bn:01761173n,bn:16625754n,bn:00042036n,bn:02670986n;dialect;6;true;true;0.666;6[o     0.540] INSTANCE_OF(X, bn:00000640n)
