UNIT;SEED;SIZE;TILDE;NEW;REALTIME;TIME;USER;SYSTEM;CHARACTERIZATION
bn:02187239n,bn:02727941n,bn:14708814n,bn:08970470n,bn:08975969n;vehicle;5;true;true;0.218;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079675n)
bn:00460585n,bn:05386086n,bn:02663350n,bn:00351831n,bn:03706558n;vehicle;5;true;true;0.219;0.05;0.04;0.01;INSTANCE_OF(X, bn:00023497n)
bn:00517376n,bn:01233771n,bn:01257671n,bn:02749530n,bn:01511808n;vehicle;5;true;true;0.222;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:04730823n,bn:03022857n,bn:10117704n,bn:16758869n,bn:00249250n;vehicle;5;true;true;0.218;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:03689551n,bn:14964083n,bn:01595340n,bn:01064871n,bn:11589728n;vehicle;5;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079675n)
bn:00477230n,bn:02312732n,bn:00527313n,bn:02416141n,bn:03187785n;vehicle;5;true;true;0.222;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:00498557n,bn:00640121n,bn:15451125n,bn:17833276n,bn:00283664n;vehicle;5;true;true;0.218;0.06;0.05;0.01;INSTANCE_OF(X, bn:00079675n)
bn:03608549n,bn:01451121n,bn:00441793n,bn:00330108n,bn:02950298n;vehicle;5;true;true;0.218;0.06;0.05;0.01;INSTANCE_OF(X, bn:00079675n)
bn:02503880n,bn:00968482n,bn:03595069n,bn:02817410n,bn:03115432n;vehicle;5;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:05577118n,bn:00413765n,bn:03573296n,bn:17850518n,bn:17706692n;vehicle;5;true;true;0.221;0.04;0.04;0.0;INSTANCE_OF(X, bn:00079675n)
bn:01810319n,bn:02601459n,bn:00956045n,bn:01121916n,bn:03223895n;vehicle;5;true;true;0.217;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079675n)
bn:00134451n,bn:00197916n,bn:01121813n,bn:00539875n,bn:00673205n;vehicle;5;true;true;0.222;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:00405793n,bn:15327571n,bn:01102212n,bn:02597055n,bn:01944253n;vehicle;5;true;true;0.219;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:08966134n,bn:02820203n,bn:00819863n,bn:03726856n,bn:17205050n;vehicle;5;true;true;0.218;0.04;0.04;0.0;INSTANCE_OF(X, bn:00079675n)
bn:17670933n,bn:17667448n,bn:06342673n,bn:02352390n,bn:16667017n;vehicle;5;true;true;0.221;0.05;0.04;0.01;INSTANCE_OF(X, bn:00079675n)
bn:04157470n,bn:03809777n,bn:16738293n,bn:01235729n,bn:01225630n;vehicle;5;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079675n)
bn:01354531n,bn:01024968n,bn:00653619n,bn:01615180n,bn:16533569n;vehicle;5;true;true;0.22;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:02423018n,bn:00174691n,bn:04857305n,bn:00798894n,bn:01182176n;vehicle;5;true;true;0.219;0.04;0.04;0.0;INSTANCE_OF(X, bn:00079675n)
