UNIT;SEED;SIZE;TILDE;NEW;REALTIME;TIME;USER;SYSTEM;CHARACTERIZATION
bn:00455778n,bn:01487451n,bn:14765361n,bn:03699038n;amusement_park;4;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n)
bn:03011972n,bn:01942895n,bn:02448193n,bn:03495447n;amusement_park;4;true;true;0.112;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:03392443n,bn:00912810n,bn:08133730n,bn:01803401n;amusement_park;4;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:03582775n,bn:03573355n,bn:13819965n,bn:00440608n;amusement_park;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n)
bn:05297231n,bn:17717951n,bn:03253150n,bn:03367926n;amusement_park;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n)
bn:03533181n,bn:03300351n,bn:16923351n,bn:03279698n;amusement_park;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:02798328n,bn:06766868n,bn:01326113n,bn:03217587n;amusement_park;4;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:00715094n,bn:02852584n,bn:00912810n,bn:00125288n;amusement_park;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:07800706n,bn:01633772n,bn:00994216n,bn:01839088n;amusement_park;4;true;true;0.219;0.04;0.04;0.0;INSTANCE_OF(X, bn:00003695n)
bn:02088745n,bn:00709413n,bn:00225665n,bn:04729197n;amusement_park;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:03377684n,bn:02366608n,bn:02997460n,bn:03413551n;amusement_park;4;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:16468555n,bn:00670894n,bn:04610631n,bn:02875142n;amusement_park;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:01779853n,bn:02738059n,bn:01122499n,bn:03302581n;amusement_park;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:03085743n,bn:17000795n,bn:03157148n,bn:02875142n;amusement_park;4;true;true;0.219;0.06;0.06;0.0;INSTANCE_OF(X, bn:00003695n), LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY(X, y_0), COUNTRY(X, y_1)
bn:02841435n,bn:03085743n,bn:04886751n,bn:03789618n;amusement_park;4;true;true;0.219;0.04;0.04;0.0;INSTANCE_OF(X, bn:00003695n)
bn:03229381n,bn:00468230n,bn:08481849n,bn:17527837n;amusement_park;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:14339042n,bn:02478243n,bn:02971842n,bn:08703690n;amusement_park;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:03569471n,bn:00183490n,bn:01328261n,bn:02599230n;amusement_park;4;true;true;0.22;0.05;0.05;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:17717951n,bn:01217143n,bn:03301569n,bn:03167738n;amusement_park;4;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, bn:00003341n), LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY(X, y_0)
bn:16923351n,bn:03691994n,bn:00861874n,bn:01779174n;amusement_park;4;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n)
bn:08087742n,bn:02736627n,bn:02213279n,bn:12164558n;amusement_park;4;true;true;0.217;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n)
bn:03541465n,bn:02624984n,bn:02217761n,bn:03618350n;amusement_park;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:00532149n,bn:03284442n,bn:03742134n,bn:03218024n;amusement_park;4;true;true;0.221;0.05;0.05;0.0;INSTANCE_OF(X, bn:00003695n)
bn:01135159n,bn:09785923n,bn:03406513n,bn:00121485n;amusement_park;4;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:03887645n,bn:13831949n,bn:05750061n,bn:00303572n;amusement_park;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:02472750n,bn:16436865n,bn:00382420n,bn:01739756n;amusement_park;4;true;true;0.219;0.06;0.05;0.01;INSTANCE_OF(X, bn:00003695n)
bn:01779134n,bn:02792825n,bn:02029866n,bn:01200009n;amusement_park;4;true;true;0.219;0.05;0.05;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:00919162n,bn:01856190n,bn:02965301n,bn:00382007n;amusement_park;4;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:01363181n,bn:01370382n,bn:00679956n,bn:01671252n;amusement_park;4;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:02657461n), COUNTRY(X, y_0)
bn:03953198n,bn:01187176n,bn:18114590n,bn:09933344n;amusement_park;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY(X, y_0), COUNTRY(X, y_1)
bn:01920109n,bn:14800768n,bn:00579952n,bn:03169805n;amusement_park;4;true;true;0.109;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:06769116n,bn:03261837n,bn:03218024n,bn:01397933n;amusement_park;4;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:02738059n,bn:01634626n,bn:04886751n,bn:01970034n;amusement_park;4;true;true;0.218;0.05;0.05;0.0;INSTANCE_OF(X, bn:00003695n)
bn:01775422n,bn:00175684n,bn:02481035n,bn:03218024n;amusement_park;4;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, bn:00003341n)
bn:00908163n,bn:00644729n,bn:14450625n,bn:03393199n;amusement_park;4;true;true;0.109;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:17754101n,bn:02010738n,bn:14465260n,bn:03479571n;amusement_park;4;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:15244920n,bn:03765220n,bn:08028518n,bn:03316539n;amusement_park;4;true;true;0.111;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:02178328n,bn:03571157n,bn:00993816n,bn:03720611n;amusement_park;4;true;true;0.213;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
