UNIT;SEED;SIZE;TILDE;NEW;REALTIME;TIME;USER;SYSTEM;CHARACTERIZATION
bn:17646912n,bn:15310443n,bn:02853831n,bn:18153516n,bn:17312153n,bn:21132033n;film;6;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n)
bn:16113685n,bn:08954179n,bn:05460725n,bn:15907261n,bn:17501493n,bn:03507621n;film;6;true;true;0.215;0.04;0.04;0.0;INSTANCE_OF(X, bn:00034471n)
bn:00726248n,bn:15865380n,bn:01006295n,bn:00242642n,bn:14213736n,bn:14838160n;film;6;true;true;0.215;0.04;0.04;0.0;INSTANCE_OF(X, bn:00034471n), COUNTRY_OF_ORIGIN(X, y_0)
bn:02848657n,bn:17633599n,bn:15537078n,bn:15089384n,bn:03610894n,bn:17022825n;film;6;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n), COUNTRY_OF_ORIGIN(X, y_0)
bn:02687613n,bn:02030764n,bn:16376052n,bn:14778575n,bn:15315401n,bn:00548888n;film;6;true;true;0.215;0.05;0.04;0.01;INSTANCE_OF(X, bn:00034471n), COUNTRY_OF_ORIGIN(X, y_0)
bn:02663133n,bn:02806485n,bn:03354952n,bn:14533732n,bn:03732423n,bn:14220661n;film;6;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n)
bn:15764437n,bn:02249367n,bn:03668643n,bn:16527322n,bn:00587970n,bn:16438244n;film;6;true;true;0.216;0.04;0.04;0.0;INSTANCE_OF(X, bn:00034471n), COUNTRY_OF_ORIGIN(X, y_0), ORIGINAL_LANGUAGE_OF_WORK(X, y_1), CAST_MEMBER(X, y_2)
bn:02322750n,bn:00573204n,bn:00176871n,bn:01885683n,bn:02038669n,bn:17445758n;film;6;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n)
bn:17265524n,bn:03758823n,bn:01201528n,bn:04706118n,bn:00450557n,bn:17477650n;film;6;true;true;0.219;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n), ORIGINAL_LANGUAGE_OF_WORK(X, y_0), COUNTRY_OF_ORIGIN(X, y_1)
bn:01801260n,bn:08236651n,bn:03835075n,bn:00314837n,bn:01220467n,bn:00536475n;film;6;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n), COUNTRY_OF_ORIGIN(X, y_0), ORIGINAL_LANGUAGE_OF_WORK(X, y_1), DIRECTOR(X, y_2)
bn:03959191n,bn:02863520n,bn:02964410n,bn:00928003n,bn:00490272n,bn:08916755n;film;6;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n), DIRECTOR(X, y_0)
bn:01309918n,bn:17633139n,bn:16072313n,bn:03878270n,bn:01849639n,bn:17687429n;film;6;true;true;0.215;0.04;0.04;0.0;INSTANCE_OF(X, bn:00034471n), COUNTRY_OF_ORIGIN(X, y_0)
bn:02453777n,bn:02520436n,bn:03526908n,bn:01157560n,bn:03602078n,bn:01776162n;film;6;true;true;0.218;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n), CAST_MEMBER(X, y_0)
bn:00967411n,bn:09027437n,bn:15398832n,bn:14422629n,bn:03518457n,bn:03766040n;film;6;true;true;0.324;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n)
bn:03574107n,bn:05550780n,bn:14167195n,bn:04054408n,bn:01208409n,bn:02884994n;film;6;true;true;0.219;0.06;0.06;0.0;INSTANCE_OF(X, bn:00034471n), COUNTRY_OF_ORIGIN(X, y_0), ORIGINAL_LANGUAGE_OF_WORK(X, y_1), CAST_MEMBER(X, y_2)
bn:02845191n,bn:00137792n,bn:03829386n,bn:02215875n,bn:17428835n,bn:03824726n;film;6;true;true;0.22;0.04;0.04;0.0;INSTANCE_OF(X, bn:00034471n), ORIGINAL_LANGUAGE_OF_WORK(X, y_0), COUNTRY_OF_ORIGIN(X, y_1)
bn:14062036n,bn:03653331n,bn:09112495n,bn:13908423n,bn:15006749n,bn:04887293n;film;6;true;true;0.219;0.04;0.04;0.0;INSTANCE_OF(X, bn:00034471n)
bn:03768281n,bn:01363490n,bn:03239183n,bn:03616964n,bn:01606549n,bn:00871449n;film;6;true;true;0.215;0.04;0.04;0.0;INSTANCE_OF(X, bn:00034471n)
bn:17409478n,bn:14595497n,bn:17592483n,bn:02017717n,bn:03801078n,bn:14647080n;film;6;true;true;0.219;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n), ORIGINAL_LANGUAGE_OF_WORK(X, y_0), COUNTRY_OF_ORIGIN(X, y_1)
bn:02230250n,bn:03729593n,bn:15490056n,bn:16654086n,bn:02202961n,bn:02375358n;film;6;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n)
bn:03029261n,bn:01362135n,bn:01324755n,bn:00538680n,bn:14264259n,bn:14956994n;film;6;true;true;0.218;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n), COUNTRY_OF_ORIGIN(X, y_0), DIRECTOR(X, y_1), CAST_MEMBER(X, y_2)
bn:16389648n,bn:01557829n,bn:05220638n,bn:16754264n,bn:02201388n,bn:00585734n;film;6;true;true;0.219;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n)
bn:16373622n,bn:01630275n,bn:09037514n,bn:01056129n,bn:03367715n,bn:17645861n;film;6;true;true;0.22;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n), CAST_MEMBER(X, y_0), COUNTRY_OF_ORIGIN(X, y_1)
bn:15587370n,bn:17597965n,bn:17646999n,bn:14498507n,bn:03552627n,bn:03153868n;film;6;true;true;0.218;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n), COUNTRY_OF_ORIGIN(X, y_0)
